정류장번호,정류장명,X좌표,Y좌표,행정동
CAB285000095,성환터미널,127.1327387,36.91729105,성환읍
CAB285000096,성신초등학교,127.1278602,36.91765545,성환읍
CAB285000097,성신초등학교,127.1280682,36.91718145,성환읍
CAB285000098,성환역,127.1279794,36.91571532,성환읍
CAB285000099,삼풍아파트,127.1309113,36.91246987,성환읍
CAB285000100,매주4리(삼천리앞),127.1253919,36.91104545,성환읍
CAB285000101,율금교,127.1181568,36.9072541,성환읍
CAB285000102,율금교,127.1179859,36.9073104,성환읍
CAB285000103,율금리,127.1146526,36.9054039,성환읍
CAB285000104,율금리,127.114667,36.9054246,성환읍
CAB285000105,대명아파트,127.102955,36.89635579,성환읍
CAB285000142,성월1리,127.1366208,36.9208455,성환읍
CAB285000143,성월1리,127.1367054,36.9207647,성환읍
CAB285000144,학정리,127.1448536,36.9334592,성환읍
CAB285000145,학정리,127.144955,36.9333874,성환읍
CAB285001274,수향1리(지족향),127.1419258,36.949625,성환읍
CAB285001275,대홍초교(지족향),127.1463483,36.9489938,성환읍
CAB285001276,대홍초교(지족향),127.1464101,36.94912109,성환읍
CAB285001277,수향2리,127.1504228,36.9433943,성환읍
CAB285001278,수향3리,127.1565153,36.9421636,성환읍
CAB285001279,천안연암대학교,127.1587305,36.944063,성환읍
CAB285001280,도하3리,127.1620245,36.9458348,성환읍
CAB285001281,도하1리(도감말),127.1642907,36.9476576,성환읍
CAB285000284,선문대(천안),127.1646065,36.7730421,청룡동
CAB285000285,선문대(천안),127.1649224,36.77294961,청룡동
CAB285001305,구룡1통입구,127.1552598,36.7670585,청룡동
CAB285001306,구룡1통입구,127.1553445,36.7668964,청룡동
CAB285001356,매주3리,127.1210541,36.9088166,성환읍
CAB285001357,매주3리,127.1209794,36.90896889,성환읍
CAB285001358,이화아파트,127.109089,36.9035028,성환읍
CAB285001359,이화아파트,127.1091424,36.90366295,성환읍
CAB285001360,두진아파트,127.1012771,36.90549174,성환읍
CAB285001361,대영한아름아파트,127.1126042,36.9044669,성환읍
CAB285001362,대영한아름아파트,127.1127811,36.90438228,성환읍
CAB285001363,왕림리,127.1028659,36.91604744,성환읍
CAB285001364,왕림리,127.1030122,36.91594399,성환읍
CAB285001365,왕림리(종점),127.0973567,36.9144512,성환읍
CAB285001366,왕림2리(각금),127.1028752,36.9259803,성환읍
CAB285001367,왕림2리(각금),127.1028814,36.92586554,성환읍
CAB285001368,왕림3리,127.0886219,36.9286817,성환읍
CAB285001369,왕림3리,127.0885753,36.92848652,성환읍
CAB285001370,신방초등학교,127.0857728,36.9283766,성환읍
CAB285001371,신방초등학교,127.0858538,36.9284345,성환읍
CAB285001372,신방1리,127.0803419,36.9312728,성환읍
CAB285001373,신방리(종점),127.0817159,36.9343674,성환읍
CAB285001374,신방1리,127.0804325,36.9311334,성환읍
CAB285001375,왕림2리,127.0953627,36.927665,성환읍
CAB285001376,왕림2리,127.0953416,36.92747398,성환읍
CAB285001378,성환고등학교,127.1174694,36.92419198,성환읍
CAB285001379,성환고등학교,127.1175642,36.9243203,성환읍
CAB285001380,대홍저수지,127.1496587,36.9388217,성환읍
CAB285001381,수향리,127.1535538,36.9392027,성환읍
CAB285001382,수향리,127.1536256,36.9394734,성환읍
CAB285001383,가산리 입구,127.1717953,36.95126579,성환읍
CAB285001384,가산리 입구,127.1717705,36.9513799,성환읍
CAB285001422,구룡2통,127.1382016,36.7665616,청룡동
CAB285001475,성환E-편한세상,127.1313224,36.90177963,성환읍
CAB285001476,성환e편한세상,127.1315899,36.90125455,성환읍
CAB285001477,옹골부락,127.1655424,36.8293063,신안동
CAB285001478,단국대학교,127.1689097,36.83519294,신안동
CAB285001564,수향2리(무내),127.1493377,36.94628237,성환읍
CAB285001565,성환10리,127.1288043,36.92068658,성환읍
CAB285001566,성환10리,127.1289997,36.92048793,성환읍
CAB285001567,신가2리,127.1142589,36.9514765,성환읍
CAB285001568,신가2리,127.1142688,36.95139439,성환읍
CAB285001569,와룡1리,127.104291,36.9514031,성환읍
CAB285001570,와룡1리,127.1043806,36.9514665,성환읍
CAB285001571,와룡리입구,127.112516,36.9518539,성환읍
CAB285001572,와룡리입구,127.1127909,36.9519089,성환읍
CAB285001585,구룡1통,127.1549287,36.7636662,청룡동
CAB285001587,구성5통,127.1734857,36.79237965,청룡동
CAB285001588,신성미소지움아파트,127.1648808,36.79281465,청룡동
CAB285001589,삼룡교,127.1594619,36.7978865,청룡동
CAB285001594,안서동보아파트,127.1779991,36.8309613,신안동
CAB285001595,단국대치대병원,127.1743541,36.83703799,신안동
CAB285001596,백석문화대,127.1792607,36.83963095,신안동
CAB285001597,백석대목양관,127.1828056,36.84120464,신안동
CAB285001598,백석대학교(운동장),127.1853061,36.84076694,신안동
CAB285001612,성환역,127.1281707,36.91556296,성환읍
CAB285000535,성환부영아파트,127.1360201,36.90360912,성환읍
CAB285000536,성환부영아파트,127.1358145,36.90330791,성환읍
CAB285000537,중앙아파트,127.1309953,36.91143577,성환읍
CAB285000538,삼풍아파트,127.1309941,36.91157628,성환읍
CAB285000539,매주1리,127.1291868,36.90985781,성환읍
CAB285000540,매주리혜성아파트,127.1290197,36.90849844,성환읍
CAB285000541,동성중학교,127.1285107,36.90669627,성환읍
CAB285000543,남서울대학교,127.1428309,36.91168497,성환읍
CAB285000544,남서울대학교,127.1420998,36.91186903,성환읍
CAB285000545,남서울대학교 주차장,127.1426169,36.9105701,성환읍
CAB285001668,대홍리,127.1340446,36.94889311,성환읍
CAB285001691,성환리(성환터미널),127.1325999,36.9167153,성환읍
CAB285001715,단국대학교병원,127.1743703,36.8412905,신안동
CAB285001719,안서동(문암),127.1869941,36.84434466,신안동
CAB285001724,왕림리(종점),127.0973416,36.91455865,성환읍
CAB285001725,신방리(종점),127.0816103,36.9344413,성환읍
CAB285001727,대홍저수지,127.1495639,36.9386817,성환읍
CAB285001728,양령2리,127.1546208,36.96372434,성환읍
CAB285001746,구성5통,127.1735469,36.79231923,청룡동
CAB285001747,백석대학교(운동장),127.1851781,36.8406499,신안동
CAB285001754,단국대 삼거리,127.1639488,36.830499,신안동
CAB285001755,성환문화회관,127.1367313,36.91172292,성환읍
CAB285001756,성환문화회관,127.1366524,36.91185463,성환읍
CAB285000639,단국대학교병원,127.1750657,36.84147798,신안동
CAB285000640,단국대학교병원,127.1741122,36.8413349,신안동
CAB285000641,단국대학교병원,127.1742724,36.83938797,신안동
CAB285000642,상명대학교,127.1730008,36.8330796,신안동
CAB285000643,천안톨게이트,127.1677016,36.82824318,신안동
CAB285000644,천안톨게이트,127.1676106,36.82835666,신안동
CAB285000646,신부우방아파트,127.1526374,36.82342295,신안동
CAB285000648,신부청광아파트,127.1521151,36.82162686,신안동
CAB285000649,방죽안오거리,127.1511525,36.817435,신안동
CAB285000650,방죽안오거리,127.1514936,36.8175776,신안동
CAB285000683,신안파출소,127.1528389,36.81732914,신안동
CAB285000684,신안파출소,127.1529841,36.8174513,신안동
CAB285000685,종합터미널,127.1556582,36.8187607,신안동
CAB285000686,종합터미널,127.1565574,36.8190148,신안동
CAB285000687,고속터미널,127.1545407,36.81895798,신안동
CAB285000688,신부경남아파트,127.1583541,36.81559628,신안동
CAB285000689,신부경남아파트,127.1581206,36.81552076,신안동
CAB285001767,청당벽산아파트,127.1593924,36.78110798,청룡동
CAB285001811,청수초등학교,127.1515655,36.78814704,청룡동
CAB285001812,청수극동2차아파트,127.154795,36.79006453,청룡동
CAB285001813,공립지역아동센터,127.1581978,36.79575872,청룡동
CAB285001814,청수현대아파트,127.1545118,36.79791216,청룡동
CAB285001818,율금2리,127.1073443,36.9035887,성환읍
CAB285001819,율금2리,127.1073499,36.90351253,성환읍
CAB285000706,나은필병원(대림한숲아파트),127.159662,36.819457,신안동
CAB285000707,대림한숲아파트,127.1597741,36.81993963,신안동
CAB285000708,포레나신부 대림한내,127.1572557,36.82490299,신안동
CAB285000709,대림한내 포레나신부,127.1571357,36.82465294,신안동
CAB285000734,천안여자고등학교,127.1650802,36.77950419,청룡동
CAB285000735,천안여자고등학교,127.1654907,36.78047633,청룡동
CAB285000736,원삼거리,127.165509,36.78284,청룡동
CAB285000737,천안동중학교,127.1656891,36.78786298,청룡동
CAB285000738,천안동중학교,127.1660115,36.78778703,청룡동
CAB285000739,천안삼거리공원,127.1691222,36.7842081,청룡동
CAB285000740,천안삼거리공원,127.1697274,36.78402463,청룡동
CAB285000741,삼룡동새마을회관,127.1735565,36.7804555,청룡동
CAB285000742,삼룡동새마을회관,127.1733924,36.78093295,청룡동
CAB285000743,"천안의료원,고려신학대학원",127.1777027,36.776238,청룡동
CAB285000744,천안삼거리장례식장,127.1793202,36.77312583,청룡동
CAB285000745,천안삼거리장례식장,127.1793741,36.77375795,청룡동
CAB285000746,"천안의료원,고려신학대학원",127.1783259,36.7759539,청룡동
CAB285000747,신성미소지움아파트,127.1645478,36.79226235,청룡동
CAB285000749,삼룡교,127.159202,36.797712,청룡동
CAB285000750,원삼거리,127.1650659,36.7836693,청룡동
CAB285000751,구룡동,127.1490484,36.7666725,청룡동
CAB285000753,청수극동2차아파트,127.1544843,36.7893504,청룡동
CAB285000754,청수LG SK아파트,127.1560667,36.7913365,청룡동
CAB285000755,청수극동1차아파트,127.1559119,36.79156779,청룡동
CAB285000756,공립지역아동센터,127.1583892,36.7958596,청룡동
CAB285000757,청수현대아파트,127.154829,36.79811958,청룡동
CAB285000758,청수현대아파트,127.15305,36.79757,청룡동
CAB285000759,청수현대아파트,127.1528346,36.79756324,청룡동
CAB285000761,남양유업,127.1510754,36.7941202,청룡동
CAB285000768,청당마을신도브래뉴아파트,127.1406806,36.7787137,청룡동
CAB285000770,현대까치아파트,127.1380441,36.77263961,청룡동
CAB285000774,청수초등학교,127.1516824,36.78801064,청룡동
CAB285000775,구성초등학교,127.1603407,36.79378962,청룡동
CAB285000776,구성초등학교,127.160393,36.793522,청룡동
CAB285000777,구성신성아파트,127.162442,36.791359,청룡동
CAB285000778,구성신성아파트,127.162539,36.791671,청룡동
CAB285001913,왕림2리,127.1053057,36.92114132,성환읍
CAB285001914,왕림2리,127.1051457,36.9211561,성환읍
CAB285001950,천안박물관,127.1648077,36.7863024,청룡동
CAB285001951,천안박물관,127.1650874,36.7869163,청룡동
CAB285001952,경남아너스빌,127.1483241,36.78970128,청룡동
CAB285001971,청룡동행정복지센터,127.1569741,36.78585295,청룡동
CAB285001972,청룡동행정복지센터,127.1570883,36.78572841,청룡동
CAB285000876,우성VIP 아파트,127.1562394,36.79842431,청룡동
CAB285001991,홈플러스,127.1637981,36.79891657,청룡동
CAB285001992,홈플러스,127.1634124,36.79874294,청룡동
CAB285002038,산운마을,127.1586074,36.78909297,청룡동
CAB285002039,산운마을,127.1587391,36.7892013,청룡동
CAB285002040,청수고등학교,127.1594857,36.79047961,청룡동
CAB285002041,청수고등학교,127.1589591,36.78999133,청룡동
CAB285002042,중흥S클래스,127.1585101,36.7865721,청룡동
CAB285002043,중흥S클래스,127.1586448,36.78646312,청룡동
CAB285002046,"우미린,한양수자인아파트",127.1489718,36.78443667,청룡동
CAB285002061,시름세삼거리,127.1357527,36.89378995,성환읍
CAB285002066,버들마을아파트,127.1490674,36.78467466,청룡동
CAB285002084,동아태조아파트,127.1526522,36.8227316,신안동
CAB285002085,신부청광아파트,127.1521933,36.82101139,신안동
CAB285002092,성환4리,127.1338026,36.92068829,성환읍
CAB285002093,성환4리,127.133226,36.920839,성환읍
CAB285002104,청삼교차로,127.164126,36.78195,청룡동
CAB285002213,청수공원,127.1506814,36.78712425,청룡동
CAB285002214,청수공원,127.1508857,36.78698795,청룡동
CAB285002215,한양수자인,127.1523757,36.78340964,청룡동
CAB285002216,한양수자인,127.1525491,36.78349127,청룡동
CAB285002226,천안우리병원,127.1562941,36.78122795,청룡동
CAB285002228,청당마을신도브래뉴아파트후문,127.1420478,36.78065351,청룡동
CAB285002229,청수공원,127.1474025,36.7886762,청룡동
CAB285002230,청수공원,127.1475774,36.78853297,청룡동
CAB285002233,대전충남양돈농협,127.1463578,36.78576896,청룡동
CAB285002281,백석대 정문,127.1813974,36.84122964,신안동
CAB285002282,백석대 정문,127.1815568,36.84135168,신안동
CAB285002283,백석대 정문,127.1815669,36.8416896,신안동
CAB285002299,우미린아파트,127.1462348,36.78416479,청룡동
CAB285002316,시름세삼거리,127.1359124,36.89399631,성환읍
CAB285010001,골드아파트,127.1283674,36.91327465,성환읍
CAB285010002,골드아파트,127.1282185,36.91236211,성환읍
CAB285010003,청수극동2차아파트,127.1555958,36.78931001,청룡동
CAB285010005,동남경찰서,127.1566991,36.78780462,청룡동
CAB285010006,동남경찰서,127.1567341,36.78730629,청룡동
CAB285010012,천안노인전문요양원(종점),127.1775224,36.79936764,청룡동
CAB285010013,천안변전소,127.1677957,36.79139628,청룡동
CAB285010014,종합터미널,127.156668,36.818752,신안동
CAB285010022,옹골부락,127.1660049,36.82866701,신안동
CAB285010039,율금리,127.1083205,36.90147797,성환읍
CAB285010098,성환8리,127.1225699,36.92143027,성환읍
CAB285010103,대홍리,127.1346374,36.93957126,성환읍
CAB285010117,대홍5리(홍천),127.1321791,36.94891797,성환읍
CAB285010125,종합터미널,127.156019,36.818722,신안동
CAB285010147,각원사,127.1896028,36.8331108,신안동
CAB285055674,율금리1구(밤개울),127.1082954,36.9013157,성환읍
CAB285071389,대홍주유소,127.132514,36.9484109,성환읍
CAB285071397,단국대입구,127.166025,36.832982,신안동
CAB285071403,천안변전소,127.1674356,36.79114,청룡동
CAB285071425,율금1리,127.1055846,36.8976378,성환읍
CAB285071426,율금1리,127.1061149,36.8981805,성환읍
CAB285071429,성월리,127.1397875,36.9238209,성환읍
CAB285071430,성월리,127.1402521,36.9241063,성환읍
CAB285071467,천안배원예농협,127.1336756,36.9117363,성환읍
CAB285071468,천안배원예농협,127.1335866,36.9115648,성환읍
CAB285071545,천안노인전문요양원,127.1778256,36.79953457,청룡동
CAB285071555,신부동회차지,127.1621212,36.82985469,신안동
CAB285071564,대전지방법원천안지원,127.1550777,36.7851947,청룡동
CAB285071565,대전지방검찰청천안지청,127.1536393,36.7845432,청룡동
CAB285071587,안궁2길,127.131021,36.95733372,성환읍
CAB285071588,안궁2길,127.1308708,36.95736801,성환읍
CAB285071589,안궁2리마을회관,127.1362272,36.96265965,성환읍
CAB285071590,수향4리,127.1490294,36.95585911,성환읍
CAB285071591,안궁1리 경로당,127.1469802,36.95691363,성환읍
CAB285071639,청당초등학교입구,127.1530338,36.781636,청룡동
CAB285071642,수향교,127.1519822,36.9560931,성환읍
CAB285071663,천안시종합사회복지관,127.16339,36.781347,청룡동
CAB285071666,구성동중앙신협,127.159535,36.796802,청룡동
CAB285071675,신부경남아파트,127.1581179,36.8147815,신안동
CAB285071681,안궁1리,127.1422508,36.9581798,성환읍
CAB285071686,화물자동차매매단지,127.1675834,36.8027476,청룡동
CAB285071687,화물자동차매매단지,127.1677759,36.8022884,청룡동
CAB285071724,신부청광아파트,127.1521265,36.8216856,신안동
CAB285071733,백석대정문,127.1816569,36.8416132,신안동
CAB285071745,안서코아루,127.1850417,36.8301411,신안동
CAB285071746,안서코아루,127.1850257,36.8299428,신안동
CAB285071760,율금1리 노인회관,127.109075,36.898269,성환읍
CAB285071762,율금1리 노인회관,127.108834,36.898222,성환읍
CAB285071779,양령리(상령길),127.151969,36.96623,성환읍
CAB285071805,안서코아루,127.184848,36.829256,신안동
CAB285071806,안서코아루,127.184944,36.82905,신안동
CAB285071807,구룡호두광장,127.14278,36.771989,청룡동
CAB285071808,구룡호두광장,127.142984,36.772002,청룡동
CAB285071809,청당벽산블루밍,127.158503,36.779139,청룡동
CAB285071810,청당벽산블루밍,127.158642,36.779139,청룡동
CAB285071811,청당벽산블루밍 남문,127.155778,36.778263,청룡동
CAB285071812,청당벽산블루밍 남문,127.155794,36.778125,청룡동
CAB285071813,"청당한양수자인블루시티,청당서희스타힐스",127.150317,36.779195,청룡동
CAB285071814,"청당한양수자인블루시티,청당서희스타힐스",127.150322,36.779066,청룡동
CAB285071816,남서울대학교,127.135581,36.91266,성환읍
CAB285071817,남서울대학교,127.135313,36.912618,성환읍
CAB285071834,와룡리,127.09825,36.955664,성환읍
CAB285071835,와룡리,127.098368,36.95554,성환읍
CAB285071884,신성미소지움아파트,127.164538,36.793703,청룡동
CAB285071885,각원사회차지,127.191408,36.833425,신안동
CAB285071886,각원사회차지,127.191414,36.833545,신안동
CAB285002126,청당2통(새텃마을),127.143943,36.777626,청룡동
CAB285002127,청당2통(새텃마을),127.1433041,36.77680462,청룡동
CAB285002128,청당코오롱하늘채아파트,127.145028,36.780153,청룡동
CAB285002129,천안제일요양원,127.1454508,36.7817163,청룡동
CAB285002190,"부경파크빌,안서e편한세상,성불사",127.1894348,36.8294586,신안동
CAB285002201,새샘중학교,127.1394182,36.7757179,청룡동
